x,y,clusters
-7.16808154837,-6.50393752588,1
13.8933258252,-5.06351104697,0
0.574659970783,14.2919385128,2
4.65131022512,6.35099137348,9
0.0562643809664,-20.7422044285,0
16.5835381774,-16.1381644044,7
5.52379324874,-2.2416480743,9
-6.23434071478,-5.9052471489,1
1.63314556638,-3.44390449496,9
-18.5931772516,8.97245293695,4
-4.62396327354,7.03510207454,2
-2.60227725341,13.6674362502,2
-2.29138479069,14.7002290454,2
-3.38816169791,-7.03105403615,1
-6.12656955837,2.25183340222,2
18.0089714144,-7.97037663212,3
1.72126877993,-0.513406446912,9
-1.54586009763,-5.35824154574,1
5.6014600454,16.8805457374,8
-5.35254380609,-6.49051796512,1
-2.32507126322,4.31760597012,9
0.082198279737,1.449001652,9
-6.46586992278,-5.01910499069,1
-4.77508908291,-7.84604569432,1
6.42365334121,-0.690702754663,9
-1.67484355116,-11.0393781742,1
-13.6136236173,6.2907621635,9
1.31349205179,2.46140527045,9
-8.96095224179,22.1206324695,4
-10.2031056774,-3.81311586525,5
-11.3666106478,-7.75029767445,5
-7.43869475111,7.67947130294,2
-6.40191838295,6.43677935399,2
-7.09945406028,-4.14948685019,1
0.271929653726,-20.5795635896,0
-14.7188971216,-9.39492890876,5
4.08647334732,4.00737769079,9
-3.7547669124,3.45382244563,2
-18.2648491519,13.6761696525,6
-19.7484851427,5.22329173487,6
-18.5010329025,15.9780397528,6
-21.3883889104,6.36887138419,6
-23.0221343295,10.714020302,6
18.7700316271,-10.9085373837,3
17.4299527442,-7.70513838662,3
-21.150009029,15.5667201709,6
-22.75185012,1.93680235442,6
-3.4913043279,-0.758225441555,9
-3.66306607178,-8.8373106379,1
21.6079412251,1.87113670641,0
-10.6385480308,-3.2239464556,5
-12.4825542524,18.9773367025,6
1.66705478818,-2.50427994725,9
-0.368284124066,-1.39051161925,9
-24.6540876795,14.3268333641,6
-4.35102913601,1.03294515595,9
-14.2267025552,-7.88696205955,5
1.14771481906,13.2634916472,2
9.72707149404,0.686879083241,3
3.2555072133,18.2056972104,8
-7.98528652946,3.70401480157,2
-8.35073727243,3.33078608741,2
-25.6867481536,12.6252141176,6
20.3353987589,3.8277118616,0
0.0263182451993,-5.5932119259,9
1.09549532635,0.383892992232,9
18.9909094276,7.75598042431,0
20.7124474851,5.62766247021,0
21.1748932271,5.49363241721,0
19.0540837099,5.54607974173,0
20.6513714254,6.28653928477,0
1.51739029759,-0.343438735431,9
13.4760712228,1.31365685147,0
9.12118815218,-2.19162707704,3
-2.01549759442,14.7357636642,2
2.46124363656,-6.32173439202,9
-16.3572120934,9.09088364074,4
-7.88260908985,20.4996145976,4
-7.82369253698,20.4735516485,4
-14.8046980069,-9.51361145066,5
-24.6908712243,12.5596968651,6
-13.055069244,-7.20908210794,5
17.7281469936,-11.6703721905,3
-5.2961631025,-7.02668097358,1
18.416904555,3.46399169341,0
9.34145976076,-4.53926192716,3
-7.59889003549,-7.88656278647,1
-3.10617947135,-5.89255421939,1
-13.414397622,17.1935182228,6
1.1579964917,13.2352926999,2
17.6833446321,-11.7423927208,3
-6.47966041286,7.08778350915,2
13.1361093525,-2.35059241873,0
-3.31001347177,-2.58411314123,9
-15.7032438159,6.13140112472,9
-10.3547195956,3.90344947026,2
0.0453630038792,-20.7760136505,0
-0.612385804951,-21.5696319396,0
0.104076952351,-21.2143581521,0
-5.1846722704,-4.93302238692,1
5.67348987589,18.5111774829,8
8.03995844135,-6.56315493909,3
-2.62186847359,1.87729576551,9
19.8674130493,5.44179941385,0
19.2930406482,5.59695031688,0
8.98433966375,4.49917038906,9
-2.86179376131,-10.1445818705,1
3.50231601865,9.86197724281,9
-5.74706666053,-2.07069700979,9
6.09268388214,2.72912136311,9
-1.81700219543,-9.45106370304,1
8.23435679201,-11.4486826237,3
11.977809872,-12.376657696,0
19.4978710335,5.19486850706,0
-0.419725992281,-19.7649689213,0
-15.3782449809,18.8123569056,6
-11.1497255815,-2.52469942752,5
-12.3640050307,-5.58572757556,5
-13.0682360344,-9.30120291803,5
-8.04570384877,2.81676488018,2
-4.60297252353,-1.78276507534,9
12.5866352038,-5.60377535026,0
10.3706722651,0.988728215604,3
-8.64116195963,3.29440967106,2
19.6708160623,-20.1894356783,7
-23.2027551368,15.7266936072,6
-8.37989369209,2.50236456067,2
0.385256275194,-21.8697028004,0
0.242352077698,-21.3092842533,0
12.0190558711,-12.9675137131,0
-20.6278839482,16.1389393784,6
19.5665472575,5.88992776455,0
19.799126154,5.19820383831,0
6.02674869445,7.11456270898,9
-10.4830293351,3.12018242002,2
-16.0017967324,-7.05600564334,5
-3.66774493149,5.13306018139,2
-15.0934743057,-7.19861470761,5
-2.08778050819,-10.5602913332,1
-25.6319660789,12.5245611018,6
-16.7408493861,16.3253334327,6
3.11444083911,18.1648522011,8
-4.48194017862,11.6526133107,2
-4.81764179209,-3.28445352331,9
-16.0613815033,9.45825224891,4
-2.21853489833,12.2761627715,2
6.41188986052,17.956104872,8
6.30091278055,17.4613171975,8
-16.5468592013,-6.65871889898,5
-16.71727607,-6.16691685548,5
-0.981549523758,15.0286477248,2
-7.19734211355,20.5301799652,4
-3.26044053262,1.61044322933,9
-22.1278293828,6.41703412833,6
-10.9069915241,3.64729821946,2
0.702858907831,-21.0275424883,0
11.2261641384,-3.30609058028,3
-5.42889697985,-10.8180847567,1
19.2729496001,4.80067807945,0
-22.2105483228,6.62003172852,6
-13.1385819004,-4.49574612927,5
-17.5338460614,12.5129595661,6
-7.62727565915,-5.91946588588,1
14.6775705651,-4.07532539697,0
-6.50134550705,-9.27125891294,1
-2.08403157769,2.73635863485,9
-4.28402459571,3.32004740807,2
15.8292151885,0.488023536561,0
6.08154793425,18.2002770006,8
-9.1952035077,5.2447084685,2
-5.4534233544,2.68993435013,2
17.8985662628,-15.5993374268,3
0.479035410499,-21.0143804112,0
-4.85203426024,-7.63037633031,1
-11.2106704845,3.56463502776,2
19.9582343411,5.51186389212,0
-10.5452863112,-3.49152175131,5
-4.37804562976,-8.9256490149,1
-17.6271694837,17.2467174127,6
-4.53065592871,-9.31936801775,1
-6.09800373558,-7.31143000619,1
-15.9768275301,-5.9604571224,5
-0.607087726614,1.53842612932,9
-2.13444292039,5.8205235381,2
4.53734263184,0.934128605486,9
-3.06390495649,3.11095358528,9
12.2801986465,-5.82800848963,0
-16.1225218473,6.06638645399,9
8.88156727827,-0.111674767778,3
-23.0997065842,4.01986594622,6
-7.80684446877,6.2032619401,2
-14.0308156233,-4.99024154766,5
-0.925522522607,1.59968691278,9
-5.62836455706,1.58696254854,2
-19.6369463098,15.495126207,6
-21.4928922348,14.8564887674,6
-3.7070794092,3.63565104415,2
-5.87897575537,3.98445766178,2
-5.97529649884,4.15424260581,2
-15.0808091348,9.25542635751,4
-8.84943627342,22.2608192562,4
-14.7434889664,6.08316502339,9
6.04290957724,17.4493807264,8
12.5536773219,-4.79626011336,0
8.02020567822,5.59747479372,9
-10.0322311801,3.50243155089,2
-5.39713842909,-7.90122437919,1
-7.69357502864,6.35285910775,2
11.9930431434,-12.7695278798,0
-4.23902283959,-5.82010690153,1
4.19905748015,-1.08966156321,9
4.74284307566,-8.36753948709,3
3.48437188097,9.88414012132,9
-25.1629215347,14.0908787159,6
-17.9031280282,15.9448550999,6
-10.8343290236,11.8148474572,6
5.01344614467,-8.3657354439,3
8.84618457515,-1.48392941316,3
23.4357355509,0.923411168207,0
-5.1076431729,12.5645989943,2
7.50424801173,6.23913501145,9
-15.7306530168,2.02563003128,9
-10.2444562576,18.6279034373,4
-0.186439100839,-21.2059338054,0
-9.37551893136,-11.6468818363,1
4.07707249033,0.884638952713,9
-4.96062036506,0.7793187808,9
-1.00282120554,3.94336762468,9
22.1666758914,1.21015956844,0
16.3547470461,-13.458750678,3
-18.0681937576,14.7758649246,6
-3.87629660272,-7.54528873971,1
-18.4484554854,15.0976430274,6
-5.00341673278,-4.72789921423,1
4.70745602937,2.59310569847,9
4.03198930311,3.70088316974,9
-10.6952821292,-4.82624646425,5
-10.4511374198,2.86684386332,2
-3.5261042949,6.10512547526,2
-1.33985082029,4.20114560333,9
-4.57906587548,-0.655704395803,9
-0.442684444155,-1.32332024733,9
0.677064557167,-2.21310928977,9
-21.6198399093,15.2781801321,6
17.3357422896,9.72765194208,0
9.43917628338,-2.44340845764,3
-23.7915392506,12.003255908,6
-14.3785550901,-7.72223275072,5
2.93432522492,-2.62875240942,9
-3.84527011357,11.9573166947,2
-11.7240461867,-5.01821022118,5
-13.9358973812,-6.13328690686,5
-6.47535640678,-6.8637976998,1
11.0541061202,0.747714494399,3
24.0189146009,0.792389061537,0
6.79515732964,18.4747083566,8
6.04440443263,18.5126787113,8
10.4631917993,3.95283335562,9
0.922136718206,-2.00876721294,9
-17.6220891378,20.1274901334,6
-7.62070657262,6.1851733892,2
-4.14571738232,0.161244418067,9
3.16237273832,-13.2262281542,3
-3.19900895597,-5.64879985851,1
-7.32833706464,-0.24248416429,2
-5.91075951248,8.94679704222,2
12.3891238182,-5.31662460985,0
-10.8295436891,-1.58874365626,5
2.68604332112,-2.61596218788,9
-21.9057316764,16.8997543359,6
5.66900007716,-3.73640077458,9
9.23006517471,4.60590065353,9
-3.82262352458,7.12581075538,2
0.326840557049,12.7710074322,2
0.906658394248,13.3928616475,2
5.93398388844,18.2304845332,8
1.92556344894,1.56237322292,9
-9.02844234818,7.2192232228,2
-2.65904693794,-9.07686611907,1
-3.94343975447,-8.36968243344,1
-17.9476795418,16.7618349448,6
-6.63598615213,-8.94667190258,1
1.35485618124,14.2998934454,2
6.14004699339,17.7601833632,8
19.4723123651,-4.17077070304,3
-3.44067193224,11.6814974869,2
-12.431978123,-6.41863641358,5
-12.834827427,-7.37347028193,5
-15.7102781103,-8.82882564523,5
-3.90877447694,-11.7895918549,1
-14.3159637668,-6.75441097482,5
-11.3416602256,10.2051567149,6
-14.8771285976,-9.9793222349,5
-2.96732225816,-8.22351158294,1
-16.979373683,-6.84430488729,5
-13.2640167895,19.088643885,6
-20.0445622798,17.6917852437,6
-2.05170085662,14.6891308407,2
-7.38134756634,17.6471742594,4
-4.67304545462,-1.29246120008,9
8.47277255705,7.55922651678,9
-1.66034880598,-10.6705315959,1
-0.904480299649,-19.0018302836,0
-5.9743027031,-7.82813418379,1
-10.3006094974,3.5992557822,2
-14.5566292254,5.27337106538,9
-9.61044744179,20.404141936,4
-22.5907590239,6.14246343758,6
-21.240460337,3.83516679588,6
12.3722556937,-5.14228986047,0
-4.6744332061,-7.72651928836,1
17.0863955146,-1.05332607412,0
17.4481941036,2.65537686045,0
7.39758296496,17.6472359911,8
-9.69382758914,19.7798864867,4
16.1112621969,0.258151114621,0
-19.2210780839,16.5315173881,6
13.3899297627,-8.08099770448,3
12.3693185118,-5.08195431399,0
21.2195260501,-2.33254098755,3
14.1438899366,5.89649573601,0
-7.80088250753,15.1628763557,4
-7.01686653386,16.0254712839,4
17.5042293022,2.71072686783,0
16.2580741003,2.52879543073,0
15.9949641953,4.4842858986,0
17.5121918595,2.22586436048,0
16.4036847206,3.53492405493,0
-14.5044246252,18.1352981453,6
-14.8058317216,-5.78889630618,5
-12.3871598481,18.2782406345,6
16.6999742484,0.267641464197,0
-12.9257186592,11.5631691359,6
15.735616204,0.0511422080825,0
1.88530804696,-19.3333672218,0
3.54680865581,-14.3757043295,3
0.178418169011,2.42180001047,9
3.80207584313,19.4525194948,8
-5.36881301278,-9.21123196261,1
-5.19405686298,-16.0701606264,0
-18.9656697178,17.716471986,6
-13.0618531479,-5.36850682854,5
16.6110040681,0.784975370088,0
-6.34102115639,-10.4772611986,1
15.753397733,-0.0600591542343,0
16.5684881232,3.27022376572,0
-2.3691095994,-11.7949375675,1
-12.3451392206,12.2766338029,6
7.20647042565,-11.8100039837,3
-8.36476186621,20.1005639219,4
-10.930214905,-5.83686762532,5
15.9713647877,7.54872171918,0
-24.7549213042,14.7790001442,6
-8.63458656104,20.6838822322,4
0.0606074411627,2.56572737045,9
9.54246752079,8.46556264999,9
1.78298843455,1.6165062843,9
4.34129387853,-2.28038810144,9
-5.49308413829,-1.12968247627,9
16.1612711837,-6.59045706726,3
-8.26195909373,21.1277163821,4
6.13166662224,6.95616497637,9
8.74751994331,1.03515421404,3
17.0273695442,-4.84053172317,3
18.2564976457,-8.02796663036,3
4.34989160912,4.00792792922,9
-3.02133133574,6.30037506786,2
4.55257458605,15.5275232523,8
2.47049492285,17.748456811,8
-3.31966484631,-6.12217942984,1
22.1268782416,-6.16896988539,3
12.0008977345,-13.1674683774,0
-11.532508359,2.33801609455,2
-5.16559951618,-15.8595979962,0
1.05047264382,13.3434579429,2
-3.91350365322,6.92980749032,2
5.18908073046,19.2923711665,8
-23.1586095396,3.87397162632,6
-1.0466095109,5.22911235549,9
-14.2893935548,-2.47550039953,5
0.923529817495,-2.10929355861,9
0.32881307383,-3.1282224856,9
-14.4069008996,18.159707759,6
-2.82269798341,-10.0387460438,1
23.8840488442,-7.38400226288,3
16.9580643709,-4.81297738254,3
24.3327132914,-6.94106131802,3
3.01279960298,-2.90801707361,9
23.7404935755,-8.91247719759,3
19.2995519376,-4.19516294276,3
-22.1754319668,6.34014266146,6
22.805639347,-9.58833531099,3
15.1059539799,-3.47785650793,0
9.89112700708,-0.739261566401,3
7.27857917414,-17.2540015481,3
6.67653239647,16.4848645851,8
5.70819946621,18.4343089889,8
-3.74060190378,11.2962026905,2
8.1650401426,1.39023768686,3
18.2128640186,-6.64921931911,3
23.355073016,-8.85309562325,3
21.577396487,-10.1764966008,3
5.47059371583,-23.6064533283,7
4.72214466964,15.8087726096,8
-5.93938152989,-7.08054173216,1
16.9766877976,-1.57319783848,0
24.3475638482,-8.8072276912,3
22.2861215513,-10.1191401117,3
23.0307561891,-10.5981269019,3
7.19709848426,-17.1254398344,3
7.0815396674,-16.9434141203,3
6.90495958346,-16.488012014,3
22.9966705128,-10.564429072,3
-18.4053670524,8.80365463044,4
-8.17336646401,19.4665364453,4
-17.2031287137,9.61197147543,4
6.81979750755,-16.1892278373,3
6.89198545537,-16.0120687503,3
6.54256651979,-15.7616239762,3
6.29772913381,-15.5738545299,3
23.624030395,-9.05446532859,3
-14.2939523101,-5.12342471674,5
-13.4615154491,-2.76920168553,5
6.08224322814,-15.3505339541,3
22.5936750401,-9.63605454226,3
23.8856904317,-9.73278767082,3
22.9352674055,-6.12597478875,3
14.6755221997,-8.61106895544,3
15.0693611268,-9.22430124107,3
22.5810102304,-6.02885211574,3
22.2632918512,-4.98600207569,3
23.2527987095,-8.53793188,3
7.47033182252,17.4733465255,8
5.40815062336,19.9980678684,8
2.54558220555,-15.1299896042,3
5.29648710533,17.7425731293,8
-15.4947425735,-3.78273104204,5
4.79181941785,17.5920264233,8
17.3368977272,-3.58732668665,3
5.69005696223,-26.2170887719,7
5.80171860913,-26.0312959153,7
23.4917288,-8.0990114036,3
23.539946815,-8.01587159317,3
24.1865844028,-9.30295423855,3
14.381184779,-8.82427808474,3
6.18056996836,-25.5918554426,7
6.27263995596,-25.5309032946,7
0.75924201061,3.14674288573,9
-4.70753592575,14.1168677897,2
5.24656802426,0.731740289368,9
-7.38058143195,3.95529872217,2
3.0645669579,18.3186434293,8
6.41296202706,4.19578544456,9
6.40238554096,4.06673860516,9
-11.3739240871,-2.713313898,5
-13.1482933186,-6.47386672593,5
-23.4046212885,10.9081376199,6
-7.84773307007,7.06638034464,2
-25.0008961384,14.2910485952,6
11.7543139967,-26.521462279,7
12.0342947028,-20.692976123,7
16.7264301745,-7.90797626001,3
15.8825950392,-18.918183707,7
15.8524920286,-18.4357821352,7
15.8254970107,-18.5469338525,7
15.9819589825,-17.646943905,7
13.4924992733,-25.148141113,7
13.1728020535,-24.7892035033,7
14.85956338,-23.6675521054,7
5.68578730294,-26.1955982727,7
15.1906347906,-25.3034895539,7
15.5131304002,-23.0244909352,7
14.9335568689,-23.6137589684,7
13.10956655,-23.0346161924,7
13.6821524402,-27.1377199933,7
12.6649817675,-26.3053326949,7
14.0412900963,-26.2931857905,7
13.9262504419,-26.6980449934,7
12.9874962701,-27.0268574003,7
13.5854073102,-26.4071492113,7
13.922670688,-27.4495822564,7
12.5496237887,-27.14658999,7
12.6560422436,-27.0804907668,7
13.2186950859,-27.7615225784,7
14.1262059468,-27.0554966502,7
13.7447721893,-27.7180750756,7
13.4245424387,-27.3631170916,7
12.9024822622,-27.5506151312,7
14.8448962957,-27.1578138118,7
13.3170995651,-26.7113384267,7
12.6699934472,-26.0788244385,7
12.9823310392,-26.1936490134,7
14.8962013947,-26.3424620868,7
13.6487923286,-26.1523644344,7
12.9667432778,-26.7698978858,7
13.5494669446,-25.9523423032,7
12.349260919,-24.7319135171,7
13.0122463663,-24.1331170847,7
13.2248528012,-23.2642632109,7
12.8059269634,-24.6274701666,7
13.3825955169,-22.7552283463,7
6.84904021897,18.8681469088,8
22.793062246,-9.03666702003,3
-15.8570390777,13.6641427969,6
8.69228938247,-0.233532992697,3
0.438092454633,9.17872259022,9
23.1450686674,3.84613080663,0
-4.46703900087,9.72625140245,2
-3.82226796459,11.3485489515,2
-9.80657261902,17.8896806192,4
0.096984685155,12.820302134,2
21.9630421329,1.89910582553,0
-10.0555700981,16.9626032562,4
-10.7771978212,18.5138969052,4
-3.0862463125,-10.6940955155,1
-0.387529298002,14.3367006237,2
-0.38804736945,13.3271694573,2
-24.911082222,14.5688909942,6
15.5232008534,-11.9014763429,3
-3.7365132895,5.45645726975,2
19.1604518107,-22.3956657016,7
-7.75142903789,19.5652054669,4
-3.50835395922,10.1003337311,2
-15.7711321051,15.6293276574,6
-15.5475269314,15.6448990848,6
-12.6379685188,14.6730540119,6
-13.6658466368,16.6633804593,6
-13.8428823765,15.1213684981,6
18.3831242772,-20.4618102751,7
19.2246086649,-19.3018676842,7
19.221243713,-19.789321663,7
18.9677724979,-20.4979873754,7
19.3152945847,-20.7248261213,7
18.6278146475,-19.96262883,7
18.4458955738,-20.9992013716,7
19.2647884394,-21.268138071,7
19.6767071313,-20.7489063356,7
20.389800895,-20.4883423066,7
8.13431017975,-6.64013780375,3
-26.5781149546,7.50128821223,6
18.9295397372,-20.1346558478,7
19.0133538676,-20.6369525445,7
18.8438414987,-20.4718332701,7
18.4002202856,-20.2063748957,7
5.81190095527,-12.6813227845,3
-6.82478726435,-9.18376967283,1
-14.357171712,18.0754855858,6
2.62691372965,5.16931411962,9
-6.67996403956,19.4281328682,4
-2.78150115651,15.1636441495,2
10.3379694473,-0.65226169187,3
-10.1702779196,5.04846950951,2
-10.9443468003,19.458354253,4
20.4811018575,-7.91512097638,3
14.0235319427,-4.08987148706,0
2.98042124318,6.86805491613,9
13.1597409138,-22.8729361022,7
13.1042634222,-23.1542157427,7
20.5698893138,-7.91382794413,3
22.9481995013,2.24280256024,0
23.1778012164,0.933874858917,0
23.1832022311,2.39768038235,0
-2.61609695554,0.172193727177,9
23.4267455189,1.06053150392,0
23.4530656889,2.52619278028,0
-0.204752229483,-2.96376896416,9
22.8020855948,1.70914704547,0
-0.428810470663,-2.93576959901,9
22.7947382645,1.65896781668,0
22.5323075403,4.04451108054,0
22.7023949215,1.85285064059,0
-19.6968003888,16.5862274691,6
14.1466867136,5.88453713666,0
11.9209595534,-12.2319640689,0
7.45794429074,-16.1364749114,3
21.65860085,-11.4128968832,3
23.9765024627,-9.0919668903,3
23.9278424779,-9.17775705207,3
-15.8062576498,-6.32055337005,5
16.067988364,-17.5661019799,7
-7.63849633802,2.3379604509,2
-13.9213662441,14.4353900429,6
22.2043752428,2.56385098726,0
-22.6975342429,7.2661198738,6
15.2795826633,-3.00586717695,0
-2.79171605481,-10.7669424405,1
10.4355184873,-20.5430738947,7
8.27415194033,-6.6705146961,3
-2.45293044129,0.230733363515,9
7.41057850855,6.48640910314,9
8.53209287852,5.58563498032,9
22.0107389074,3.39115482268,0
3.46516646804,9.92223054065,9
19.5542541871,9.31656833658,0
-0.42161331721,15.4661598758,2
-0.729694172683,13.7093609005,2
-25.8277987252,12.7590400211,6
-23.8027660927,11.1475542789,6
18.0628373949,-8.07509382399,3
17.0572994632,-5.6088843798,3
16.4698938388,-7.2903440558,3
18.6908938564,-8.0802097142,3
15.5748063079,-7.61504586599,3
17.5414014569,-6.15989670553,3
17.6119635322,-8.89289817474,3
16.2742911965,-6.97117555991,3
16.2806201133,-6.50888245996,3
11.8439869904,-25.7305081912,7
-12.0883721531,13.1460956176,6
-20.4235265181,15.1431297148,6
-15.7968064648,21.3999446689,6
-13.2147787958,15.6853052639,6
4.0653627609,0.424111456509,9
-20.1674422166,13.1334882258,6
-14.1100501912,16.9112554921,6
-15.8009516227,21.4092981779,6
-12.7175970019,13.5236554922,6
3.50189119595,-14.3481548487,3
18.7604661506,-8.46122920467,3
-7.9552893597,21.6106924135,4
3.34327266795,4.69743196573,9
9.68515282323,0.654417929944,3
-23.4765817359,5.86697551404,6
4.23153709328,-4.12306691347,9
1.43053702078,-8.34032019042,9
9.73845639151,-4.30741342497,3
16.2900031788,-19.7535374728,7
-14.865804888,9.84354389331,4
-18.8421362553,16.1473526556,6
-19.4577331193,9.17424264646,6
8.20957389552,4.46726590382,9
15.628460674,-2.05649712114,0
16.1044259393,-5.40921311371,3
11.3472963979,-8.30483978392,0
15.9557215354,7.58086378001,0
-0.984901303215,-19.3014570933,0
4.52145646605,18.9770549346,8
4.82142741692,18.6506293355,8
-8.59421757414,5.71408817053,2
4.86820621496,7.7972325942,9
3.93149953099,-4.35795157194,9
-17.1092881445,5.64682338095,9
-19.4942315503,17.7488147595,6
-3.52913502668,0.984806137229,9
-16.5113736311,-7.40554434424,5
-14.3770683344,-8.39850247542,5
14.1831545649,-1.27951421608,0
18.9870614918,1.38040858491,0
16.951156697,-0.0123479392241,0
-3.51686536771,-11.9572709187,1
9.5018798332,-4.50935345843,3
17.2977499826,-3.08035349971,0
13.9981292188,-8.05848279768,3
8.16065865346,-6.53331645997,3
-9.89106162474,-15.826129821,9
-13.5200705554,-2.87825120248,5
19.469777146,9.28228440103,0
-7.10005478054,16.166109132,4
14.527230128,9.68707494525,0
-10.6772154202,14.7919068189,6
-16.2796668967,-6.51875781752,5
-15.1259745307,-5.98051348107,5
-16.2919438064,-5.5445734653,5
-15.0471413193,-5.99835942318,5
-13.978758941,-7.48748517162,5
-16.2876205535,-5.45019414483,5
-23.1184830723,3.95022622625,6
16.1191120782,3.6280323421,0
2.07371503083,-2.17052293948,9
-1.02785695239,-21.9156833052,0
-0.72157232585,-19.5101573407,0
11.9154106682,-12.2871469944,0
-15.1193552127,-2.62418076234,5
-8.85414904137,4.32793541425,2
-3.16405931599,9.7819157316,2
-9.18420258138,3.78413973256,2
-17.6183196288,20.2630510686,6
1.05540790837,0.281856036401,9
-0.932796060312,-8.12016893571,1
-7.99692674431,15.9342680626,4
-0.793238974075,1.05212848194,9
1.34061413929,-8.29409935213,9
18.3711656189,1.30269358479,0
-8.27518947652,4.78264221162,2
-0.468235968272,9.08707734959,2
-0.476589272125,9.07584774773,2
-25.158344854,14.3286335168,6
-3.64920989703,0.606077044494,9
8.29764832234,4.66201721292,9
-22.0261436717,6.56151701987,6
5.21600643262,2.39781755192,9
-20.45897592,16.1859393461,6
22.3912211671,-6.02763921698,3
-10.3916236399,15.6072526799,4
-10.7206796253,16.2168339296,4
-10.5082234936,18.7970081095,4
-9.33814211041,20.6246957152,4
-8.90055103658,21.2689347428,4
-14.4646853013,-3.73782640487,5
-13.9077094471,-5.27778717269,5
-24.3803182583,11.2297605087,6
-12.2634478018,16.7623532788,6
-15.5188148158,-5.88839450327,5
-21.7795016918,6.97494520852,6
-16.1449301868,-6.23855759133,5
-14.1845925027,-4.2408890437,5
-5.1853793299,-15.5714375872,0
-5.98408461444,-16.5056942251,0
11.8751052657,-21.4028177836,7
11.8793640089,-20.787879959,7
-3.71810229145,19.9790123098,4
3.96627762938,-4.29161196592,9
19.0049607549,1.40704768572,0
14.3883575716,-23.1524612288,7
-16.8858386005,-5.25235835177,5
-18.0950988276,-7.60805448768,5
-18.1002429503,-7.60919977547,5
9.07957642037,0.0202327171861,3
-16.7707600441,5.25861533726,9
16.182973557,10.9577175199,0
16.172721633,10.9372510435,0
9.45474394892,-27.0873524832,7
18.9231723179,4.67344935177,0
18.2807326545,5.99544443385,0
18.1947402854,5.89647379607,0
18.1142369755,5.91018686664,0
22.4002070812,-16.0602643102,3
-13.2227311341,12.9417128112,6
-16.9372914045,15.2354075167,6
-11.9323433413,14.5227549263,6
0.98967317459,-7.76020939614,9
-11.1536880091,13.2232829697,6
-21.450818812,7.21480398302,6
-11.6926489072,13.6117313432,6
-14.5022083571,16.8419635523,6
-11.1336837747,20.2763013945,4
-3.23265481457,8.29378853894,2
-4.83710634496,-10.9183958432,1
-6.55203502349,-8.13684928976,1
-6.28950045838,-8.4769300126,1
-6.82357125926,-9.06974044284,1
-1.32342673934,-20.4278873259,0
11.9819964365,-13.1628355264,0
9.97258627322,-2.43940436892,3
-12.4810098148,14.9936572241,6
-21.9325834842,16.9102932239,6
-12.8629276543,14.668128884,6
-9.01393222367,17.4019090945,4
